GKEY,TRUCK_ENTERED,EDATE,PHOUR,EXITED,PICK_YARD_POS,PICK_ROW_NBR,tv_trans_count,DROP_POS_ID,DROP_POS,DIST,DROP_ROW_NBR,DROP_POS_ID_FLD,DROP_POS_FLD,DIST_FLD,DROP_ROW_NBR_FLD,TT_MIN,TGT_TT,ROW_Feature,RTG,HAD_TROUBLE,TRK_IN_BTW,TRK_OPP,TOT,TRK_IN_ROW,TIER,AVG_30_MIN,RTG_Count
11511699,17-JAN-19 12:57:59,2019-01-17,13,17-JAN-19 14:18:06,138,J,2,252B5.A,252,346,B,252B5.A,252,356,B,22,1,15,RTG21,0,4,13,17,58,2,47.54545455,2
11512429,17-JAN-19 14:47:43,2019-01-17,15,17-JAN-19 16:07:40,368,I,2,114B6.D,114,714,B,114B6.D,114,724,B,22,1,16,RTG16,0,0,8,8,51,1,65.14285714,3
11509576,17-JAN-19 07:01:49,2019-01-17,7,17-JAN-19 08:06:11,80,L,2,356B6.A,356,184,B,356B5.D,356,194,B,23,1,13,RTG25,0,0,3,3,16,2,10.5,2
11509743,17-JAN-19 07:33:41,2019-01-17,8,17-JAN-19 08:22:32,106,L,2,122B3.B,122,444,B,122B3.A,122,454,B,23,1,13,RTG25,0,0,9,9,22,3,25.25,2
11510023,17-JAN-19 08:25:11,2019-01-17,8,17-JAN-19 09:09:12,325,I,2,149B7.A,149,636,B,149B8.D,149,646,B,23,1,16,RTG10,0,0,11,11,29,1,18.88888889,2
11510054,17-JAN-19 08:30:28,2019-01-17,9,17-JAN-19 09:25:20,276,K,2,172B6.B,172,564,B,172B6.A,172,574,B,23,1,14,RTG12,0,5,1,6,32,1,20.28571429,4
11509914,17-JAN-19 08:07:25,2019-01-17,8,17-JAN-19 08:45:09,418,H,2,430M11.E,430,448,M,430M11.A,430,458,M,23,1,7,RTG4,0,2,2,4,6,2,31,1
11510874,17-JAN-19 10:39:52,2019-01-17,11,17-JAN-19 11:45:22,214,J,2,272M3.B,272,402,M,272M2.C,272,412,M,39,2,5,RTG7,0,10,8,18,52,3,53.68421053,2
11511697,17-JAN-19 12:57:34,2019-01-17,13,17-JAN-19 13:38:25,280,H,2,252B6.D,252,488,B,252B6.D,252,498,B,23,1,17,RTG4,0,3,10,13,19,2,28,1
11510441,17-JAN-19 09:30:28,2019-01-17,10,17-JAN-19 10:16:58,372,I,2,122B4.A,122,710,B,122B4.A,122,720,B,23,1,16,RTG7,0,3,2,5,34,1,30.13333333,5
11510703,17-JAN-19 10:14:51,2019-01-17,10,17-JAN-19 11:26:45,372,I,2,114H3.A,114,718,H,114H3.A,114,728,H,23,1,11,RTG16,0,1,8,9,31,4,25.57142857,5
11510772,17-JAN-19 10:25:13,2019-01-17,10,17-JAN-19 12:07:20,368,I,2,356B7.D,356,472,B,356B7.D,356,482,B,23,1,16,RTG16,0,0,10,10,29,2,24.20833333,5
11510792,17-JAN-19 10:28:21,2019-01-17,10,17-JAN-19 11:33:59,75,L,2,257B2.D,257,278,B,257B2.D,257,288,B,23,1,13,RTG23,0,3,4,7,27,1,30.42857143,4
11511425,17-JAN-19 12:13:58,2019-01-17,12,17-JAN-19 13:08:08,138,J,2,222B3.D,222,376,B,222B3.A,222,386,B,23,1,15,RTG21,0,0,14,14,58,2,55,4
11511730,17-JAN-19 13:03:17,2019-01-17,13,17-JAN-19 13:47:26,388,L,2,430M2.B,430,418,M,430M5.D,430,428,M,23,1,3,RTG9,0,3,11,14,41,3,37.2,2
11512130,17-JAN-19 14:06:19,2019-01-17,14,17-JAN-19 15:50:30,219,K,2,245B5.C,245,434,B,245B5.C,245,444,B,23,1,14,RTG5,0,0,12,12,48,2,58.76923077,4
11512626,17-JAN-19 15:19:47,2019-01-17,15,17-JAN-19 17:07:51,77,L,2,245B3.D,245,292,B,245B3.D,245,302,B,23,1,13,RTG23,0,12,3,15,49,1,43.35714286,3
11512877,17-JAN-19 16:12:31,2019-01-17,16,17-JAN-19 17:19:01,210,I,2,330C1.D,330,340,C,330C1.D,330,350,C,23,1,15,RTG16,0,8,5,13,39,1,38.95454545,2
11509672,17-JAN-19 07:19:54,2019-01-17,7,17-JAN-19 08:39:31,430,L,2,172B8.B,172,718,B,172B8.B,172,728,B,24,1,13,RTG9,0,5,3,8,18,3,15.5,2
11509799,17-JAN-19 07:46:38,2019-01-17,8,17-JAN-19 08:31:37,210,I,2,430M12.E,430,240,M,430M13.C,430,250,M,24,1,6,RTG6,0,1,9,10,20,2,48,2
11509801,17-JAN-19 07:47:35,2019-01-17,8,17-JAN-19 08:35:31,310,I,2,172B8.D,172,598,B,172B8.D,172,608,B,24,1,16,RTG10,0,4,1,5,21,1,48,2
11509893,17-JAN-19 08:03:37,2019-01-17,8,17-JAN-19 08:43:35,268,K,2,430M11.D,430,298,M,430M11.A,430,308,M,24,1,4,RTG13,0,3,2,5,20,2,5.375,2
11510105,17-JAN-19 08:38:55,2019-01-17,9,17-JAN-19 09:17:08,365,L,2,453E1.A,453,372,E,453E2.B,453,382,E,24,1,10,RTG23,0,0,4,4,37,3,23.81818182,4
11510494,17-JAN-19 09:21:20,2019-01-17,9,17-JAN-19 10:10:24,356,H,2,484C1.B,484,332,C,484C1.B,484,342,C,24,1,16,RTG4,0,0,4,4,10,1,28.25,2
11512688,17-JAN-19 15:30:37,2019-01-17,16,17-JAN-19 16:54:28,464,H,2,242B4.C,242,682,B,242B3.A,242,692,B,24,1,17,RTG2,0,5,0,5,11,3,71.2,1
11510475,17-JAN-19 09:39:55,2019-01-17,10,17-JAN-19 10:33:02,257,I,2,149B5.B,149,568,B,149B5.A,149,578,B,24,1,16,RTG14,0,0,3,3,36,1,36.66666667,5
11510607,17-JAN-19 09:40:07,2019-01-17,10,17-JAN-19 10:22:26,171,I,2,451E6.C,451,180,E,451E6.A,451,190,E,24,1,13,RTG10,0,0,6,6,37,4,36.66666667,5
11510892,17-JAN-19 10:42:12,2019-01-17,11,17-JAN-19 13:23:01,175,L,2,381F1.C,381,254,F,381F1.A,381,264,F,100,3,9,RTG25,0,1,0,1,32,1,33.875,2
11511995,17-JAN-19 13:44:07,2019-01-17,14,17-JAN-19 14:38:03,164,J,2,168B1.C,168,456,B,168B1.C,168,466,B,24,1,15,RTG10,0,0,1,1,68,2,114.2727273,5
11512380,17-JAN-19 14:40:45,2019-01-17,15,17-JAN-19 15:51:10,356,K,2,334B1.B,334,482,B,334B2.C,334,492,B,24,1,14,RTG20,0,8,9,17,50,4,49.91666667,3
11510109,17-JAN-19 08:39:16,2019-01-17,9,17-JAN-19 09:32:21,255,K,2,205D5.D,205,510,D,205D5.D,205,520,D,25,1,12,RTG12,0,5,3,8,35,3,26.42857143,4
11509827,17-JAN-19 07:51:40,2019-01-17,8,17-JAN-19 08:36:28,372,H,2,172B7.B,172,660,B,172B7.B,172,670,B,25,1,17,RTG4,0,0,5,5,6,1,30.5,1
11510204,17-JAN-19 08:53:50,2019-01-17,9,17-JAN-19 09:38:30,210,L,2,430M7.A,430,240,M,430M10.B,430,250,M,25,1,3,RTG9,0,5,5,10,40,1,24.09090909,4
11510891,17-JAN-19 10:42:17,2019-01-17,11,17-JAN-19 13:27:41,315,I,2,381F1.D,381,394,F,381F1.B,381,404,F,109,3,12,RTG10,0,0,1,1,31,2,6.526315789,2
11510269,17-JAN-19 09:05:55,2019-01-17,9,17-JAN-19 10:04:24,363,L,2,430M9.C,430,393,M,430M10.E,430,403,M,25,1,3,RTG11,0,0,7,7,42,2,27.54545455,4
11510276,17-JAN-19 09:07:47,2019-01-17,9,17-JAN-19 10:05:49,161,I,2,101D1.B,101,520,D,101D1.B,101,530,D,25,1,14,RTG10,0,6,3,9,35,1,24.83333333,5
11510310,17-JAN-19 09:12:40,2019-01-17,9,17-JAN-19 10:10:12,88,I,2,484C1.A,484,64,C,484C1.A,484,74,C,25,1,15,RTG6,0,6,3,9,36,1,25.14285714,5
11510445,17-JAN-19 09:35:18,2019-01-17,10,17-JAN-19 10:44:00,130,J,2,260M7.B,260,330,M,260M6.A,260,340,M,25,1,5,RTG8,0,11,6,17,46,2,65.75,4
11510653,17-JAN-19 10:07:38,2019-01-17,10,17-JAN-19 10:56:05,175,L,2,451E4.C,451,184,E,451E4.C,451,194,E,25,1,10,RTG23,0,4,3,7,33,1,34.07692308,4
11510803,17-JAN-19 10:29:53,2019-01-17,10,17-JAN-19 11:32:47,422,I,2,430M5.C,430,452,M,430M8.A,430,462,M,25,1,6,RTG16,0,6,6,12,31,2,20.95833333,5
11511981,17-JAN-19 13:41:29,2019-01-17,14,17-JAN-19 14:23:55,130,L,2,226H6.D,226,364,H,226H6.D,226,374,H,25,1,8,RTG25,0,7,2,9,43,1,66.05555556,4
11512371,17-JAN-19 14:39:12,2019-01-17,15,17-JAN-19 16:01:36,214,L,2,252B4.B,252,422,B,252B4.A,252,432,B,25,1,13,RTG23,0,10,6,16,53,1,57.07692308,3
11509723,17-JAN-19 07:30:44,2019-01-17,8,17-JAN-19 08:31:29,319,I,2,419B1.D,419,360,B,419B1.D,419,370,B,26,1,16,RTG10,0,2,4,6,17,1,56.5,2
11509812,17-JAN-19 07:48:45,2019-01-17,8,17-JAN-19 08:58:57,414,I,2,356B7.D,356,518,B,356B4.B,356,528,B,26,1,16,RTG10,0,1,4,5,21,3,39.28571429,2
11509859,17-JAN-19 07:59:00,2019-01-17,8,17-JAN-19 09:22:35,155,L,2,271B1.D,271,344,B,271B1.D,271,354,B,26,1,13,RTG25,0,1,12,13,31,1,30,2
11509924,17-JAN-19 08:08:29,2019-01-17,8,17-JAN-19 09:01:38,387,H,2,149B8.C,149,698,B,149B8.B,149,708,B,26,1,17,RTG4,0,2,3,5,7,2,31,1
11511583,17-JAN-19 12:40:08,2019-01-17,13,17-JAN-19 13:32:12,280,H,2,334B1.A,334,406,B,334B2.B,334,416,B,26,1,17,RTG4,0,6,6,12,19,1,49.75,1
11512191,17-JAN-19 14:14:40,2019-01-17,14,17-JAN-19 15:57:48,342,H,2,176B1.A,176,626,B,176B1.A,176,636,B,26,1,17,RTG2,0,0,8,8,23,3,143,2
11510676,17-JAN-19 10:10:22,2019-01-17,10,17-JAN-19 11:00:59,238,K,2,430M6.C,430,268,M,260M8.E,260,448,M,26,1,4,RTG20,0,7,3,10,36,3,51.72,4
11511344,17-JAN-19 12:00:36,2019-01-17,12,17-JAN-19 13:13:34,130,L,2,430M4.B,430,160,M,430M6.A,430,170,M,26,1,3,RTG25,0,0,14,14,47,1,21.22222222,4
11511674,17-JAN-19 12:54:51,2019-01-17,13,17-JAN-19 14:03:32,160,K,2,222B3.C,222,398,B,222B3.C,222,408,B,26,1,14,RTG12,0,2,13,15,40,1,41,2
11511875,17-JAN-19 13:26:01,2019-01-17,13,17-JAN-19 14:35:14,87,J,2,141B1.D,141,406,B,139B1.D,139,418,B,26,1,15,RTG8,0,0,16,16,64,4,74.77777778,2
11511982,17-JAN-19 13:41:55,2019-01-17,14,17-JAN-19 14:39:33,118,J,2,122B3.C,122,456,B,122B3.C,122,466,B,26,1,15,RTG10,0,0,1,1,67,1,103.2,5
11512188,17-JAN-19 14:14:20,2019-01-17,14,17-JAN-19 15:31:37,410,I,2,172B1.B,172,698,B,172B1.B,172,708,B,26,1,16,RTG16,0,0,5,5,47,1,53.35714286,4
11512247,17-JAN-19 14:22:08,2019-01-17,14,17-JAN-19 15:24:53,259,I,2,381A2.D,381,338,A,381A2.C,381,348,A,26,1,17,RTG14,0,10,3,13,44,1,42.76470588,4
11512404,17-JAN-19 14:44:18,2019-01-17,15,17-JAN-19 15:47:09,155,I,2,451E1.D,451,164,E,451E1.D,451,174,E,26,1,13,RTG6,0,5,8,13,50,2,64.46666667,3
11512455,17-JAN-19 14:52:40,2019-01-17,15,17-JAN-19 16:00:46,276,K,2,242B6.A,242,494,B,242B7.D,242,504,B,26,1,14,RTG5,0,5,12,17,50,2,55.30769231,3
11509923,17-JAN-19 08:06:25,2019-01-17,8,17-JAN-19 08:54:35,365,L,2,141F1.C,141,684,F,141F1.D,141,694,F,27,1,9,RTG9,0,1,7,8,36,1,24.75,2
11510179,17-JAN-19 08:49:37,2019-01-17,9,17-JAN-19 09:42:19,276,I,2,376E1.C,376,360,E,376E1.C,376,370,E,27,1,13,RTG14,0,0,2,2,39,1,28.375,5
11510306,17-JAN-19 08:53:25,2019-01-17,9,17-JAN-19 09:44:33,265,K,2,277B2.C,277,448,B,277B2.B,277,458,B,27,1,14,RTG12,0,10,8,18,42,1,31.16666667,4
11510306,17-JAN-19 08:53:25,2019-01-17,9,17-JAN-19 09:44:33,265,K,2,277B2.C,277,448,B,277B2.B,277,458,B,27,1,14,RTG12,0,10,8,18,42,1,31.16666667,4
11510211,17-JAN-19 08:55:03,2019-01-17,9,17-JAN-19 09:47:18,261,K,2,453E1.D,453,268,E,453E1.D,453,278,E,27,1,11,RTG12,0,4,6,10,42,2,29.125,4
11510361,17-JAN-19 09:22:06,2019-01-17,9,17-JAN-19 10:25:35,160,K,2,114H2.A,114,506,H,114H2.A,114,516,H,27,1,9,RTG12,0,8,2,10,50,1,22.08333333,4
11510504,17-JAN-19 09:44:23,2019-01-17,10,17-JAN-19 10:41:29,415,K,2,451E5.A,451,424,E,451E6.C,451,434,E,27,1,11,RTG20,0,0,13,13,52,2,37.28571429,4
11510539,17-JAN-19 09:49:38,2019-01-17,10,17-JAN-19 10:35:24,429,J,2,451E5.B,451,438,E,451E5.A,451,448,E,27,1,12,RTG24,0,2,6,8,48,2,69.18181818,4
11510898,17-JAN-19 10:43:37,2019-01-17,11,17-JAN-19 13:48:50,89,J,2,451E2.A,451,98,E,451E4.C,451,108,E,139,3,12,RTG8,0,1,7,8,51,4,52.5,2
11511914,17-JAN-19 13:32:44,2019-01-17,14,17-JAN-19 14:34:41,122,L,2,172B1.A,172,410,B,172B2.C,172,420,B,27,1,13,RTG25,0,9,0,9,42,1,65.0625,4
11512166,17-JAN-19 14:10:55,2019-01-17,14,17-JAN-19 15:22:19,356,J,2,176B2.C,176,640,B,176B2.D,176,650,B,27,1,15,RTG24,0,0,10,10,69,1,119.4545455,5
11509695,17-JAN-19 07:24:43,2019-01-17,7,17-JAN-19 08:37:55,218,J,2,306B3.D,306,372,B,306B3.D,306,382,B,28,1,15,RTG21,0,0,7,7,18,4,21.6,2
11509871,17-JAN-19 08:00:59,2019-01-17,8,17-JAN-19 08:51:04,359,L,2,257B5.B,257,562,B,257B5.B,257,572,B,28,1,13,RTG9,0,2,6,8,33,1,30,2
11510490,17-JAN-19 09:42:14,2019-01-17,10,17-JAN-19 10:26:36,431,J,2,149B5.C,149,742,B,149B5.B,149,752,B,28,1,15,RTG24,0,3,4,7,47,1,72.14285714,4
11510506,17-JAN-19 09:44:13,2019-01-17,10,17-JAN-19 10:34:54,73,L,2,101D1.C,101,432,D,101D1.C,101,442,D,28,1,11,RTG25,0,0,4,4,38,1,48,4
11510907,17-JAN-19 10:44:22,2019-01-17,11,17-JAN-19 14:08:10,87,J,2,451E2.B,451,96,E,451E4.C,451,106,E,155,3,12,RTG8,0,2,7,9,51,4,51.19047619,2
11511282,17-JAN-19 11:44:57,2019-01-17,12,17-JAN-19 12:45:04,114,K,2,468C4.B,468,106,C,468C4.B,468,116,C,28,1,13,RTG12,0,0,6,6,20,1,32.46153846,3
11512178,17-JAN-19 14:12:59,2019-01-17,14,17-JAN-19 15:19:14,181,L,2,381A2.B,381,260,A,381A2.B,381,270,A,28,1,14,RTG25,0,0,11,11,47,4,41,4
11512196,17-JAN-19 14:15:17,2019-01-17,14,17-JAN-19 15:29:24,184,K,2,164F4.A,164,480,F,164F4.B,164,490,F,28,1,10,RTG13,0,5,4,9,50,3,55.21428571,4
11512297,17-JAN-19 14:27:47,2019-01-17,14,17-JAN-19 15:40:57,259,I,2,455E1.D,455,264,E,451E1.A,451,278,E,28,1,13,RTG14,0,12,5,17,49,2,53,4
11510323,17-JAN-19 09:15:27,2019-01-17,9,17-JAN-19 10:07:50,269,L,2,451E8.C,451,278,E,451E8.B,451,288,E,29,1,10,RTG23,0,3,6,9,43,1,40.8,4
11510418,17-JAN-19 09:31:11,2019-01-17,10,17-JAN-19 10:20:51,457,L,2,451E6.C,451,466,E,451E7.C,451,476,E,29,1,10,RTG11,0,4,8,12,41,1,51.27777778,4
11510904,17-JAN-19 10:44:43,2019-01-17,11,17-JAN-19 12:49:03,325,L,2,381F1.D,381,404,F,381F1.C,381,414,F,61,3,9,RTG9,0,0,1,1,31,1,30.29411765,2
11511566,17-JAN-19 12:37:41,2019-01-17,13,17-JAN-19 14:02:15,256,L,2,222B3.B,222,494,B,222B3.B,222,504,B,29,1,13,RTG9,0,4,11,15,43,4,42.14285714,2
11511686,17-JAN-19 12:56:17,2019-01-17,13,17-JAN-19 14:16:31,164,I,2,188E1.A,188,436,E,230N4.D,230,404,N,29,1,13,RTG6,0,1,21,22,63,4,18.11111111,2
11512134,17-JAN-19 14:06:23,2019-01-17,14,17-JAN-19 15:27:32,337,I,2,463B2.B,463,334,B,463B2.B,463,344,B,29,1,16,RTG14,0,0,12,12,50,2,49.78571429,4
11512336,17-JAN-19 14:33:27,2019-01-17,15,17-JAN-19 15:57:35,370,K,2,126F3.A,126,704,F,126F3.A,126,714,F,29,1,10,RTG20,0,3,14,17,52,2,58.5,3
11512413,17-JAN-19 14:45:35,2019-01-17,15,17-JAN-19 16:15:29,280,K,2,184C1.D,184,556,C,184C1.D,184,566,C,29,1,13,RTG5,0,3,10,13,50,1,49.90909091,3
11509615,17-JAN-19 07:08:27,2019-01-17,7,17-JAN-19 07:59:17,167,J,2,101D3.C,101,526,D,101D3.C,101,536,D,30,1,13,RTG21,0,0,6,6,13,1,15.28571429,2
11509930,17-JAN-19 08:09:35,2019-01-17,8,17-JAN-19 09:09:32,342,L,2,356B3.D,356,446,B,356B3.A,356,456,B,30,1,13,RTG9,0,2,7,9,34,3,25.45454545,2
11512344,17-JAN-19 14:34:35,2019-01-17,15,17-JAN-19 16:51:45,280,H,2,334B1.A,334,406,B,334B2.B,334,416,B,30,1,17,RTG2,0,2,6,8,23,1,45.33333333,2
11510742,17-JAN-19 10:20:29,2019-01-17,10,17-JAN-19 12:04:15,183,J,2,381F3.A,381,262,F,381F3.A,381,272,F,30,1,11,RTG7,0,0,18,18,54,1,44,4
11510913,17-JAN-19 10:45:15,2019-01-17,11,17-JAN-19 11:58:41,438,K,2,426E2.A,426,472,E,426E3.D,426,482,E,15,1,11,RTG20,0,5,6,11,26,2,51.58823529,2
11511232,17-JAN-19 11:36:53,2019-01-17,12,17-JAN-19 12:44:47,92,I,2,252D5.B,252,300,D,252D5.B,252,310,D,30,1,14,RTG6,0,0,11,11,35,2,25.27272727,4
11511585,17-JAN-19 12:40:51,2019-01-17,13,17-JAN-19 13:39:13,238,K,2,430M3.E,430,268,M,430M6.D,430,278,M,30,1,4,RTG12,0,7,6,13,36,1,35.66666667,2
11512096,17-JAN-19 14:00:50,2019-01-17,14,17-JAN-19 14:56:15,414,I,2,384D4.A,384,490,D,384D5.D,384,500,D,30,1,14,RTG16,0,0,4,4,50,1,39.53333333,4
11512533,17-JAN-19 15:05:20,2019-01-17,15,17-JAN-19 17:29:48,359,L,2,439M14.C,439,380,M,439M13.C,439,390,M,30,1,3,RTG23,0,0,16,16,52,1,43.66666667,3
11509569,17-JAN-19 07:01:04,2019-01-17,7,17-JAN-19 08:13:25,406,L,2,356B7.C,356,510,B,356B7.A,356,520,B,31,2,13,RTG9,0,6,3,9,15,2,10.5,2
11509818,17-JAN-19 07:49:52,2019-01-17,8,17-JAN-19 08:43:37,384,I,2,172B7.A,172,672,B,172B7.A,172,682,B,31,2,16,RTG10,0,2,4,6,23,1,39.28571429,2
11509920,17-JAN-19 08:08:26,2019-01-17,8,17-JAN-19 09:11:08,155,I,2,453E4.D,453,162,E,453E4.A,453,172,E,31,2,13,RTG6,0,5,7,12,26,1,20,2
11511660,17-JAN-19 12:52:54,2019-01-17,13,17-JAN-19 15:17:33,384,H,2,334B1.C,334,510,B,334B1.A,334,520,B,31,2,17,RTG4,0,4,9,13,18,2,27.5,1
11510770,17-JAN-19 10:24:28,2019-01-17,10,17-JAN-19 12:59:16,134,L,2,260M9.E,260,334,M,260M9.E,260,344,M,31,2,3,RTG23,0,2,4,6,28,1,29.47619048,4
11510784,17-JAN-19 10:26:35,2019-01-17,10,17-JAN-19 11:17:12,156,K,2,122B2.D,122,494,B,122B3.B,122,504,B,31,2,14,RTG5,0,7,4,11,35,4,46.17391304,4
11511262,17-JAN-19 11:41:32,2019-01-17,12,17-JAN-19 12:42:10,67,L,2,255B5.B,255,272,B,255B5.A,255,282,B,31,2,13,RTG25,0,0,10,10,44,1,24.23076923,4
11511381,17-JAN-19 12:06:08,2019-01-17,12,17-JAN-19 13:09:09,159,I,2,105D4.C,105,514,D,105D4.A,105,524,D,31,2,14,RTG6,0,0,20,20,47,2,28.8,4
11511556,17-JAN-19 12:36:18,2019-01-17,13,17-JAN-19 15:08:36,355,I,2,315B1.D,315,500,B,315B1.D,315,510,B,31,2,16,RTG16,0,0,1,1,58,2,14.4,2
11511605,17-JAN-19 12:42:53,2019-01-17,13,17-JAN-19 13:44:05,255,K,2,105D3.C,105,610,D,105D3.C,105,620,D,31,2,12,RTG12,0,12,2,14,40,1,35.66666667,2
11511724,17-JAN-19 13:02:10,2019-01-17,13,17-JAN-19 14:07:01,160,L,2,176B7.C,176,444,B,176B7.B,176,454,B,31,2,13,RTG9,0,5,9,14,40,1,35.07142857,2
11512571,17-JAN-19 15:11:06,2019-01-17,15,17-JAN-19 16:16:24,210,J,2,242B5.B,242,428,B,242B5.A,242,438,B,31,2,15,RTG7,0,7,22,29,67,2,101.1176471,3
11509594,17-JAN-19 07:05:22,2019-01-17,7,17-JAN-19 07:55:17,84,L,2,430M13.C,430,114,M,430M13.A,430,124,M,32,2,3,RTG25,0,0,4,4,16,1,12.2,2
11509891,17-JAN-19 08:03:38,2019-01-17,8,17-JAN-19 08:54:07,253,K,2,277B5.D,277,436,B,277B4.D,277,446,B,32,2,14,RTG13,0,4,2,6,21,3,5.375,2
11510308,17-JAN-19 09:12:22,2019-01-17,9,17-JAN-19 10:03:52,122,K,2,430M8.B,430,152,M,430M9.B,430,162,M,32,2,4,RTG5,0,0,12,12,48,4,20.41666667,4
11510923,17-JAN-19 10:47:06,2019-01-17,11,17-JAN-19 12:18:15,433,L,2,149B2.A,149,744,B,149B3.C,149,754,B,68,3,13,RTG11,0,2,8,10,32,3,31.125,2
11512670,17-JAN-19 15:26:44,2019-01-17,15,17-JAN-19 17:28:44,414,H,2,452B1.B,452,422,B,452B2.B,452,432,B,32,2,17,RTG2,0,1,3,4,12,1,61.4,2
11510686,17-JAN-19 10:11:58,2019-01-17,10,17-JAN-19 12:06:41,226,I,2,472C1.A,472,214,C,472C2.D,472,224,C,32,2,15,RTG14,0,2,6,8,34,3,29.31578947,5
11510931,17-JAN-19 10:47:21,2019-01-17,11,17-JAN-19 12:21:48,106,L,2,172B5.D,172,394,B,172B5.D,172,404,B,43,2,13,RTG9,0,0,1,1,32,2,28,2
11511737,17-JAN-19 13:04:49,2019-01-17,13,17-JAN-19 14:12:24,157,I,2,105D2.A,105,512,D,105D2.B,105,522,D,32,2,14,RTG6,0,15,8,23,66,1,38,2
11511804,17-JAN-19 13:14:55,2019-01-17,13,17-JAN-19 14:53:08,157,L,2,463B5.A,463,154,B,463B6.D,463,164,B,32,2,13,RTG25,0,1,6,7,41,3,46.54545455,2
11511967,17-JAN-19 13:39:59,2019-01-17,14,17-JAN-19 16:08:06,230,K,2,222B2.B,222,468,B,222B2.A,222,478,B,32,2,14,RTG5,0,0,6,6,41,1,45.66666667,4
11512100,17-JAN-19 14:01:45,2019-01-17,14,17-JAN-19 16:06:47,322,J,2,252B5.C,252,530,B,252B4.B,252,540,B,32,2,15,RTG24,0,0,9,9,69,1,151.5,5
11512221,17-JAN-19 14:19:12,2019-01-17,14,17-JAN-19 15:48:33,418,I,2,176B1.C,176,702,B,176B1.C,176,712,B,32,2,16,RTG16,0,0,7,7,45,1,53,4
11512236,17-JAN-19 14:20:45,2019-01-17,14,17-JAN-19 15:58:56,356,K,2,438E1.D,438,378,E,438E1.C,438,388,E,32,2,11,RTG20,0,15,5,20,53,2,52.3125,4
11512292,17-JAN-19 14:27:02,2019-01-17,14,17-JAN-19 15:49:20,327,L,2,245B4.B,245,542,B,245B4.D,245,552,B,32,2,13,RTG11,0,10,3,13,49,1,50.42857143,4
11509839,17-JAN-19 07:54:34,2019-01-17,8,17-JAN-19 08:45:16,372,I,2,430M12.E,430,402,M,430M13.C,430,412,M,33,2,6,RTG10,0,3,4,7,22,1,29.22222222,2
11510252,17-JAN-19 09:03:38,2019-01-17,9,17-JAN-19 10:18:03,288,L,2,260M4.D,260,488,M,260M4.C,260,498,M,33,2,3,RTG23,0,0,7,7,39,1,27.54545455,4
11510926,17-JAN-19 10:48:04,2019-01-17,11,17-JAN-19 11:54:17,413,K,2,451E2.C,451,422,E,451E4.D,451,432,E,21,1,11,RTG20,0,1,10,11,26,4,50.47058824,2
11511325,17-JAN-19 11:56:24,2019-01-17,12,17-JAN-19 13:05:41,142,J,2,272M8.C,272,330,M,272N1.A,272,340,N,33,2,5,RTG21,0,0,9,9,55,3,56.83333333,4
11511789,17-JAN-19 13:13:01,2019-01-17,13,17-JAN-19 14:05:37,202,J,2,430M1.B,430,232,M,430M4.A,430,242,M,33,2,5,RTG21,0,7,9,16,64,1,49,2
11512125,17-JAN-19 14:05:36,2019-01-17,14,17-JAN-19 15:33:44,202,J,2,176B2.A,176,486,B,176B2.C,176,496,B,33,2,15,RTG21,0,1,11,12,70,3,141.3333333,5
11512143,17-JAN-19 14:07:43,2019-01-17,14,17-JAN-19 15:52:37,359,L,2,245B5.D,245,574,B,245B5.D,245,584,B,33,2,13,RTG11,0,0,14,14,43,1,48.5,4
11512849,17-JAN-19 16:06:47,2019-01-17,16,17-JAN-19 17:10:23,370,K,2,242B2.C,242,588,B,242B2.B,242,598,B,33,2,14,RTG20,0,7,15,22,52,1,34.92307692,2
11509718,17-JAN-19 07:30:00,2019-01-17,8,17-JAN-19 08:26:43,164,I,2,122B3.A,122,502,B,122B3.A,122,512,B,34,2,16,RTG6,0,3,4,7,16,4,56.5,2
11510512,17-JAN-19 09:45:41,2019-01-17,10,17-JAN-19 11:09:21,365,J,2,241D1.B,241,584,D,241D1.B,241,594,D,34,2,13,RTG7,0,0,7,7,48,1,76.625,4
11510933,17-JAN-19 10:48:22,2019-01-17,11,17-JAN-19 11:51:36,255,I,2,149B2.B,149,566,B,149B3.D,149,576,B,32,2,16,RTG14,0,4,5,9,31,1,5.588235294,2
11510932,17-JAN-19 10:48:30,2019-01-17,11,17-JAN-19 11:56:15,202,J,2,288F3.D,288,374,F,288F3.D,288,384,F,28,1,11,RTG7,0,11,6,17,48,3,55.34782609,2
11510942,17-JAN-19 10:49:28,2019-01-17,11,17-JAN-19 13:07:12,137,K,2,451E2.D,451,146,E,451E3.A,451,156,E,76,3,11,RTG12,0,0,2,2,26,3,48.16666667,2
11511743,17-JAN-19 13:05:57,2019-01-17,13,17-JAN-19 14:18:04,268,I,2,172B3.D,172,556,B,172B3.D,172,566,B,34,2,16,RTG10,0,15,2,17,65,4,48,2
11512255,17-JAN-19 14:23:00,2019-01-17,14,17-JAN-19 15:32:04,239,I,2,451E1.A,451,248,E,451E2.D,451,258,E,34,2,13,RTG14,0,13,2,15,46,2,42.76470588,4
11512357,17-JAN-19 14:36:16,2019-01-17,15,17-JAN-19 16:11:09,210,L,2,242B8.D,242,428,B,242B8.A,242,438,B,34,2,13,RTG23,0,10,4,14,51,1,56.08333333,3
